Customer_Name,Sales,Profit,Orders,Quantity
Jennifer Nilsson,27.58,0.8,1,1
Ahmed Johnson,27.5,-4.26,1,5
James Sharma,27.5,3.85,1,3
Diego Jones,27.49,1.89,1,1
Lucas Müller,27.06,-0.32,1,1
Fatima Wang,27.0,2.08,1,4
James Brown,26.97,4.96,1,3
Hans Zhang,26.73,5.12,1,3
Jamal Kim,26.62,5.62,1,3
Mia Johnson,26.43,1.99,1,1
Clara Johnson,26.25,-1.65,1,4
Giulia Khan,25.92,3.75,1,4
Emma Sato,25.92,-3.04,1,1
Barbara Fischer,25.88,-3.88,1,3
Kenji Yamamoto,25.7,0.75,1,2
Yuki Suzuki,25.69,-3.69,1,1
Thomas Li,25.63,2.45,1,1
Nadia Brown,25.6,-5.43,1,9
Liam Rossi,25.4,-3.05,1,3
Zara Wang,25.37,-1.95,1,1
Richard Garcia,25.2,-2.87,1,2
Raj White,25.08,3.53,1,2
Susan Leroy,24.92,-11.84,2,3
Pierre Jones,24.89,0.85,1,1
Linda Müller,24.74,-1.82,1,4
Isabella Schmidt,24.72,-1.8,1,1
Fatima Rossi,24.66,-1.41,1,1
Ava Martinez,24.65,-4.07,1,3
Emma Johansson,24.6,6.08,1,3
Ivan Müller,24.6,1.1,1,2
Karen Jackson,24.52,-0.72,1,1
Robert Smith,24.14,-3.52,1,1
Jamal Wang,23.28,4.29,1,2
Omar Singh,22.84,-1.95,1,2
Barbara Johnson,22.8,-4.18,1,3
Clara Fischer,22.8,-0.01,1,3
Joseph Singh,22.69,1.74,1,1
Hans Smith,22.68,-1.52,1,2
Patricia Clark,22.66,-5.02,1,2
Hanna Martinez,22.64,-2.84,1,4
Felix Pereira,22.64,2.43,1,2
Nadia Ahmed,22.62,2.02,1,3
Ayumi Pereira,22.48,3.17,1,1
Pierre Suzuki,22.39,-0.55,1,2
Chen Rossi,22.15,-2.96,2,2
Zara Davis,22.05,-4.03,1,2
Priya Chen,21.87,1.46,1,2
William Hassan,21.86,-3.94,1,1
Jamal Ferrari,21.5,-2.21,1,2
Mary Rodriguez,21.38,3.0,1,1
Liam Zhang,21.34,-0.84,1,1
Amina Ali,21.34,3.16,1,1
Felix Taylor,21.31,0.78,1,2
Kenji Rossi,21.06,-2.08,1,3
Ava Rodriguez,21.0,2.41,1,2
Joseph Martin,20.92,-3.93,1,1
Yuki Chen,20.84,-5.39,1,4
Mia Ferrari,20.74,-1.94,1,2
Nadia Anderson,20.68,-4.53,1,3
Raj Chen,20.62,-2.56,1,2
Robert Thompson,20.52,-1.25,1,2
Jamal Leroy,20.48,-4.99,1,4
Amina Tanaka,20.23,3.42,1,2
Amina Romano,20.12,-5.67,1,1
Clara Singh,20.08,-0.54,1,2
Carlos Yamamoto,20.04,3.51,1,1
Clara Brown,19.73,1.86,1,1
Hanna Nilsson,19.62,3.04,1,3
Olga Patel,19.58,-2.37,1,1
Ethan Clark,19.51,0.38,1,1
Jennifer Khan,19.48,0.29,1,1
Isabella Kumar,19.19,-1.41,1,2
Ingrid Martin,19.03,1.06,1,1
Joseph Johnson,18.96,3.56,1,2
Kenji Suzuki,18.91,-1.62,1,2
Olga Miller,18.75,1.15,1,2
William Martin,18.64,1.04,1,1
Priya Sato,18.61,-2.12,1,2
Felix Johansson,18.57,-2.54,1,5
Zara Chen,18.5,-2.11,1,2
Xiao Harris,18.28,-1.79,1,2
Isabella Yamamoto,18.2,0.35,1,2
Giulia Pereira,18.19,-0.54,1,1
David Chen,18.14,-5.55,1,2
Raj Anderson,18.14,-5.48,1,2
Michael Martin,17.95,-2.68,1,1
Raj Singh,17.86,-0.22,1,2
Isabella Taylor,17.66,-1.58,1,1
Elizabeth Garcia,17.49,-3.57,1,1
Ava Li,17.47,-6.87,1,3
Giulia Singh,17.18,1.44,1,1
Hanna Brown,17.14,-1.6,1,2
Sarah Hassan,17.12,1.94,1,2
Xiao Smith,17.02,-4.97,1,1
Li Yamamoto,16.95,-3.9,1,1
Lucas Jones,16.91,-7.85,1,1
Nadia Taylor,16.82,-6.36,1,3
Ayumi Moreau,16.8,-4.65,1,4
Ali Romano,16.66,-2.83,1,1
Christopher Fischer,16.58,0.35,1,2
Clara Nilsson,16.48,-4.93,1,5
Oscar Costa,16.43,-1.98,1,2
Hans Ferrari,16.31,0.2,1,1
William Garcia,16.16,-1.83,1,1
Chen Khan,16.16,-1.58,1,2
Christopher Ahmed,16.15,0.02,1,1
Robert Sato,16.06,-1.76,1,2
Michael Schmidt,15.86,0.14,1,1
Layla Zhang,15.84,0.64,1,2
Zara Brown,15.82,-0.46,1,1
Mary Russo,15.66,-2.16,1,1
Pierre Garcia,15.62,1.99,1,1
Olga Li,15.61,-4.7,1,2
James Taylor,15.61,-3.1,1,1
Thomas Tanaka,15.32,-2.44,1,1
Linda Laurent,15.15,-4.51,1,2
Sophie Zhang,15.08,2.12,1,2
Felix Fischer,15.05,-5.19,1,1
Noah Fischer,15.04,-0.88,1,1
Diego Hassan,14.93,-1.44,1,1
Nadia Martinez,14.85,-1.54,1,2
Hans Oliveira,14.83,-2.96,1,1
Hanna Kim,14.73,-4.26,1,1
Isabella Tanaka,14.69,-4.47,1,1
Emma Laurent,14.55,-3.52,1,1
Karen Patel,14.45,-5.02,1,1
David White,14.32,0.92,1,1
Joseph Ali,14.19,-1.69,1,1
Felix Moreau,13.7,-3.99,1,2
Noah Hassan,13.5,-4.47,1,2
Michael Zhang,13.39,-0.4,1,3
Ivan Park,13.38,-3.42,1,1
Zara Hassan,13.36,0.03,1,1
Ivan Martin,13.3,-0.57,1,1
Olga Ali,13.24,-5.07,1,1
Ivan Romano,13.0,-6.08,1,1
Sakura Garcia,12.88,-2.63,1,2
Ali Dubois,12.87,-4.39,1,1
Jessica Thomas,12.86,-1.39,1,1
Noah Thomas,12.78,-4.4,1,2
Yuki Zhang,12.77,-2.74,1,1
Patricia Khan,12.56,-1.24,1,1
Ingrid White,12.55,-3.73,1,1
Ingrid Yamamoto,12.35,-6.54,1,1
Pierre Smith,12.16,-1.86,1,1
Diego Nilsson,11.89,-0.99,1,1
Zara Smith,11.71,-8.6,1,4
Jennifer Brown,11.45,-3.0,1,1
Fatima Kim,11.38,-2.61,1,1
Amir Wang,11.3,-0.48,1,1
Maria Müller,11.23,0.09,1,1
Ahmed Smith,11.15,-1.29,1,1
Amina Anderson,11.03,-5.33,1,1
Amina Sharma,10.91,-0.88,1,1
William Smith,10.33,-6.49,1,1
Noah Santos,10.06,-6.11,1,1
Lucas Leroy,9.94,-5.24,1,2
Richard Martinez,9.89,-6.15,1,1
Olivia Schmidt,9.44,-4.7,1,1
Xiao Johansson,9.32,-1.1,1,1
Olivia Laurent,9.23,-1.36,1,1
Marco Kim,9.18,-9.01,1,2
Raj Khan,9.12,-0.72,1,1
Mary Jackson,8.96,-1.25,1,1
Giulia Leroy,8.96,-6.6,1,1
Michael Oliveira,8.78,-7.12,1,1
Liam Costa,8.72,-6.94,1,1
Maria Laurent,8.67,-6.1,1,1
Richard Li,8.57,-4.12,1,1
Sophie Johnson,8.55,-4.03,1,1
Wei Khan,8.54,-2.72,1,1
Giulia Garcia,8.33,-6.55,1,1
Amir Dubois,7.95,-3.64,1,1
Nadia Romano,7.66,-6.7,1,2
Raj Costa,7.26,-4.55,1,1
Ahmed Tanaka,7.03,-2.29,1,1
Sarah Smith,7.02,-8.07,1,1
Yuki Thompson,6.93,-5.45,1,2
Zara Moreau,6.83,-8.71,1,1
Hans Wang,6.66,-3.83,1,1
Giulia Dubois,6.62,-11.28,1,2
Ethan Yamamoto,6.44,-7.04,1,1
Lucas White,6.29,-3.55,1,1
James Ali,6.25,-2.66,1,1
Susan Garcia,6.24,-9.17,1,1
Ingrid Santos,6.13,-4.33,1,1
Felix Hassan,5.68,-5.55,1,1
Karen Martinez,4.3,-9.69,1,1
Sophie Johansson,4.14,-10.48,1,1
Isabella Laurent,3.42,-6.13,1,1
Jennifer Thompson,2.58,-5.66,1,1
